taxableinc,federaltax,hsiblings,hfathereduc,hmothereduc,siblings,lfp,hours,kidsl6,kids618,age,educ,wage,wage76,hhours,hage,heduc,hwage,faminc,mtr,mothereduc,fathereduc,unemployment,bigcity,exper
16200.0,1843.0,4.0,12.0,12.0,1.0,1.0,1000.0,0.0,3.0,32.0,12.0,1.0,0.0,2053.0,46.0,16.0,17.728,40213.0,0.5515,12.0,7.0,11.0,0.0,1.0
37600.0,7224.0,1.0,12.0,12.0,8.0,1.0,1920.0,0.0,3.0,38.0,10.0,2.6042,2.93,1984.0,42.0,10.0,5.2923,15500.0,0.7215,12.0,7.0,7.5,1.0,13.0
8607.0,453.0,2.0,7.0,7.0,4.0,1.0,200.0,0.0,0.0,54.0,12.0,1.75,0.0,2040.0,54.0,16.0,15.686,35207.0,0.5815,7.0,12.0,9.5,1.0,3.0
13075.0,1253.0,5.0,10.0,12.0,8.0,1.0,1500.0,0.0,1.0,47.0,17.0,4.8,3.6,2794.0,58.0,8.0,5.2423,35702.0,0.5515,10.0,12.0,11.0,1.0,10.0
27850.0,4386.0,4.0,14.0,12.0,8.0,1.0,868.0,0.0,1.0,45.0,15.0,5.53,6.0,3290.0,47.0,14.0,3.0395,17800.0,0.7215,14.0,12.0,9.5,1.0,16.0
9800.0,676.0,3.0,7.0,12.0,3.0,1.0,2318.0,0.0,1.0,47.0,16.0,4.0984,4.2,1911.0,46.0,16.0,16.745,50900.0,0.4915,16.0,16.0,5.0,1.0,9.0
20000.0,2600.0,5.0,10.0,7.0,7.0,1.0,2000.0,0.0,0.0,59.0,10.0,1.25,0.0,2000.0,60.0,12.0,3.75,17280.0,0.6915,7.0,7.0,5.0,0.0,19.0
14000.0,1436.0,4.0,3.0,3.0,4.0,1.0,60.0,0.0,1.0,32.0,11.0,1.6667,0.0,2580.0,31.0,12.0,5.814,15150.0,0.7215,10.0,9.0,5.0,1.0,4.0
7500.0,121.0,2.0,16.0,12.0,6.0,1.0,1715.0,0.0,1.0,45.0,12.0,3.7901,3.38,2400.0,49.0,17.0,10.833,36200.0,0.5815,7.0,7.0,7.5,1.0,10.0
20500.0,2488.0,3.0,12.0,12.0,1.0,1.0,550.0,0.0,4.0,40.0,12.0,2.3636,2.26,1740.0,47.0,12.0,9.0029,17465.0,0.7215,14.0,12.0,5.0,1.0,5.0
6500.0,0.0,2.0,7.0,3.0,5.0,1.0,1960.0,0.0,2.0,47.0,14.0,10.204,0.0,2500.0,50.0,12.0,6.54,45205.0,0.61,14.0,12.0,3.0,1.0,7.0
45250.0,9114.0,2.0,12.0,12.0,1.0,1.0,44.0,1.0,2.0,36.0,16.0,6.8182,1.36,1840.0,37.0,17.0,5.9783,14500.0,0.7515,12.0,10.0,5.0,0.0,3.0
6800.0,16.0,4.0,7.0,3.0,6.0,1.0,1920.0,0.0,0.0,56.0,14.0,7.2146,6.92,2036.0,56.0,14.0,8.6248,32011.0,0.5815,7.0,7.0,7.5,0.0,38.0
7286.0,84.0,3.0,7.0,7.0,0.0,1.0,2540.0,0.0,1.0,41.0,8.0,2.4484,0.0,3536.0,43.0,11.0,4.8329,35200.0,0.6215,7.0,12.0,9.5,0.0,16.0
8009.0,200.0,1.0,7.0,9.0,2.0,1.0,156.0,0.0,3.0,48.0,7.0,1.1987,0.0,880.0,51.0,11.0,10.909,13579.0,0.7515,3.0,7.0,11.0,0.0,13.0
18220.0,2018.0,7.0,7.0,12.0,3.0,1.0,780.0,1.0,2.0,36.0,12.0,1.641,0.0,2007.0,38.0,12.0,3.8864,10455.0,0.7515,7.0,7.0,11.0,0.0,1.0
96000.0,31386.0,3.0,7.0,14.0,1.0,1.0,3120.0,0.0,0.0,41.0,12.0,1.7821,0.0,2632.0,44.0,13.0,8.4574,32600.0,0.5515,7.0,3.0,5.0,0.0,7.0
18010.0,1981.0,2.0,10.0,12.0,3.0,1.0,2040.0,0.0,0.0,41.0,14.0,2.9412,2.8,2600.0,43.0,12.0,5.0,19150.0,0.6915,7.0,10.0,11.0,1.0,15.0
28450.0,4277.0,1.0,7.0,12.0,1.0,1.0,1610.0,0.0,3.0,36.0,12.0,4.9689,4.25,2156.0,36.0,13.0,7.4212,24400.0,0.6615,12.0,17.0,9.5,1.0,10.0
10800.0,698.0,2.0,7.0,10.0,1.0,1.0,215.0,0.0,3.0,37.0,12.0,1.8605,0.0,3625.0,41.0,12.0,4.4938,21700.0,0.6915,10.0,7.0,3.0,0.0,2.0
17045.0,1796.0,2.0,10.0,7.0,5.0,1.0,1120.0,0.0,0.0,38.0,12.0,8.0357,0.0,2420.0,42.0,12.0,7.0252,26201.0,0.6215,7.0,3.0,9.5,1.0,19.0
13600.0,1176.0,8.0,7.0,10.0,3.0,1.0,846.0,0.0,2.0,43.0,14.0,3.9716,4.2,2080.0,43.0,9.0,3.2788,11920.0,0.7515,3.0,3.0,7.5,1.0,25.0
21000.0,2593.0,4.0,16.0,7.0,3.0,1.0,3225.0,0.0,0.0,54.0,16.0,3.0416,0.0,3443.0,59.0,17.0,1.2861,16300.0,0.7215,12.0,12.0,9.5,1.0,25.0
16510.0,1703.0,1.0,12.0,12.0,1.0,1.0,1376.0,0.0,1.0,38.0,12.0,2.907,3.75,2250.0,41.0,12.0,5.5556,16500.0,0.7215,7.0,7.0,5.0,1.0,7.0
25000.0,3472.0,4.0,12.0,12.0,1.0,1.0,980.0,1.0,0.0,30.0,12.0,3.0612,3.6,2535.0,34.0,16.0,7.4951,30000.0,0.5815,12.0,7.0,11.0,1.0,15.0
12200.0,953.0,2.0,7.0,7.0,6.0,1.0,1838.0,0.0,0.0,49.0,12.0,4.8966,5.0,2352.0,48.0,15.0,22.109,62500.0,0.4415,7.0,7.0,9.5,1.0,11.0
9890.0,513.0,4.0,7.0,9.0,6.0,1.0,1494.0,0.0,1.0,45.0,13.0,4.0161,2.5,3036.0,49.0,6.0,9.058,58500.0,0.4415,10.0,10.0,9.5,1.0,25.0
47500.0,9908.0,4.0,7.0,12.0,1.0,1.0,450.0,0.0,0.0,51.0,13.0,5.5556,3.5,2600.0,57.0,14.0,11.538,40900.0,0.5215,7.0,7.0,9.5,1.0,19.0
23500.0,2899.0,4.0,12.0,12.0,3.0,1.0,1976.0,0.0,0.0,34.0,10.0,1.2227,2.45,2223.0,39.0,7.0,6.0468,16308.0,0.6915,0.0,10.0,7.5,1.0,4.0
15000.0,1230.0,3.0,7.0,7.0,3.0,1.0,2012.0,0.0,2.0,34.0,12.0,2.6839,3.61,2666.0,34.0,10.0,1.3653,9300.0,0.7515,7.0,7.0,7.5,1.0,14.0
6000.0,0.0,3.0,12.0,12.0,5.0,1.0,561.0,0.0,1.0,41.0,12.0,2.6738,3.25,2006.0,41.0,17.0,16.55,35700.0,0.5515,10.0,9.0,7.5,1.0,19.0
24000.0,3004.0,1.0,12.0,10.0,2.0,1.0,1715.0,0.0,1.0,49.0,12.0,9.3294,7.05,1710.0,49.0,17.0,8.7719,35700.0,0.64,9.0,9.0,11.0,1.0,18.0
24900.0,3207.0,1.0,7.0,12.0,0.0,1.0,1912.0,0.0,0.0,32.0,12.0,3.1381,3.6,1920.0,46.0,14.0,9.6354,24500.0,0.6615,12.0,12.0,5.0,1.0,14.0
17000.0,1600.0,6.0,7.0,7.0,7.0,1.0,3686.0,0.0,0.0,32.0,14.0,0.5426,0.0,1647.0,39.0,14.0,6.6788,13000.0,0.7215,12.0,12.0,7.5,1.0,11.0
14750.0,1208.0,2.0,12.0,12.0,3.0,1.0,1080.0,0.0,2.0,32.0,17.0,8.6111,4.65,3080.0,35.0,15.0,7.5727,52600.0,0.4415,12.0,12.0,5.0,0.0,4.0
27360.0,3771.0,3.0,12.0,17.0,1.0,1.0,1799.0,0.0,0.0,47.0,10.0,3.6687,3.25,1920.0,48.0,10.0,7.8125,25360.0,0.6615,3.0,7.0,7.5,1.0,29.0
24760.0,3136.0,1.0,14.0,14.0,8.0,1.0,1984.0,0.0,1.0,39.0,9.0,2.3185,2.3,2420.0,47.0,4.0,1.9835,9400.0,0.7515,9.0,9.0,7.5,0.0,21.0
26000.0,3465.0,1.0,10.0,12.0,1.0,1.0,1839.0,0.0,0.0,49.0,12.0,2.882,3.27,2205.0,53.0,15.0,9.5238,26800.0,0.6215,12.0,12.0,11.0,1.0,24.0
27975.0,3912.0,7.0,3.0,7.0,3.0,1.0,1579.0,0.0,3.0,37.0,12.0,3.1666,0.0,3035.0,39.0,14.0,6.425,33040.0,0.6615,12.0,7.0,7.5,1.0,19.0
30000.0,4164.0,1.0,7.0,9.0,1.0,1.0,96.0,0.0,0.0,59.0,16.0,3.6458,0.0,2185.0,60.0,15.0,10.984,26350.0,0.6215,14.0,12.0,7.5,1.0,31.0
19700.0,2101.0,1.0,16.0,14.0,2.0,1.0,1920.0,0.0,0.0,50.0,12.0,6.25,5.47,1880.0,56.0,12.0,12.766,39000.0,0.5215,7.0,7.0,14.0,1.0,28.0
40420.0,8141.0,5.0,3.0,3.0,8.0,1.0,1688.0,0.0,1.0,32.0,17.0,10.249,9.8,1863.0,33.0,17.0,9.5545,35100.0,0.61,12.0,12.0,9.5,1.0,15.0
7000.0,0.0,5.0,7.0,3.0,8.0,1.0,1589.0,0.0,0.0,46.0,12.0,3.2096,5.54,2456.0,48.0,16.0,5.4967,22502.0,0.6615,12.0,12.0,11.0,0.0,27.0
11000.0,0.0,7.0,7.0,12.0,8.0,1.0,345.0,0.0,2.0,43.0,17.0,7.6522,5.0,1847.0,46.0,17.0,9.7618,21950.0,0.6915,12.0,14.0,14.0,0.0,13.0
26000.0,3224.0,1.0,7.0,3.0,4.0,1.0,1521.0,0.0,3.0,37.0,11.0,1.9724,2.3,2000.0,42.0,6.0,5.0,13000.0,0.7515,7.0,7.0,7.5,0.0,4.0
12100.0,1109.0,0.0,12.0,12.0,3.0,1.0,1490.0,0.0,2.0,32.0,16.0,4.698,3.9,1856.0,35.0,14.0,5.9995,18180.0,0.7215,12.0,14.0,9.0,1.0,10.0
23600.0,3382.0,2.0,7.0,10.0,2.0,1.0,989.0,0.0,1.0,39.0,11.0,2.1234,2.76,1880.0,43.0,14.0,6.9149,20957.0,0.6915,10.0,10.0,9.0,1.0,8.0
16050.0,1806.0,5.0,7.0,12.0,6.0,1.0,600.0,0.0,2.0,34.0,13.0,2.3333,2.9,3020.0,35.0,12.0,4.9669,13700.0,0.7215,12.0,12.0,7.5,0.0,4.0
16150.0,1825.0,3.0,17.0,17.0,3.0,1.0,2646.0,0.0,1.0,39.0,11.0,2.3896,0.0,2646.0,41.0,8.0,2.3896,20000.0,0.6915,7.0,7.0,5.0,1.0,18.0
14700.0,1371.0,1.0,12.0,12.0,2.0,1.0,2149.0,0.0,3.0,45.0,8.0,1.2564,2.5,1640.0,48.0,9.0,4.5122,12260.0,0.7515,7.0,7.0,5.0,1.0,3.0
18520.0,2285.0,5.0,7.0,12.0,2.0,1.0,320.0,0.0,0.0,50.0,11.0,1.0938,0.0,1950.0,54.0,11.0,9.2308,24850.0,0.6615,3.0,12.0,7.5,1.0,11.0
17200.0,2028.0,1.0,12.0,12.0,2.0,1.0,1600.0,0.0,1.0,40.0,12.0,3.75,3.3,1920.0,39.0,12.0,11.458,29150.0,0.5815,12.0,7.0,7.5,1.0,8.0
18600.0,2306.0,3.0,10.0,12.0,3.0,1.0,2419.0,0.0,1.0,30.0,10.0,3.3072,3.9,2025.0,34.0,12.0,7.6993,23591.0,0.6615,7.0,7.0,11.0,1.0,10.0
7800.0,168.0,4.0,7.0,7.0,6.0,1.0,2005.0,0.0,0.0,57.0,17.0,5.1352,5.25,2470.0,56.0,17.0,4.183,24717.0,0.6615,16.0,12.0,11.0,1.0,33.0
23000.0,3013.0,1.0,14.0,16.0,2.0,1.0,1960.0,0.0,1.0,39.0,12.0,6.6327,3.6,1800.0,43.0,12.0,8.3333,30455.0,0.6215,12.0,12.0,9.0,1.0,19.0
40250.0,8046.0,8.0,12.0,12.0,2.0,1.0,2147.0,0.0,0.0,53.0,12.0,4.5645,4.9,1920.0,56.0,8.0,5.1042,19600.0,0.6915,12.0,12.0,7.5,1.0,35.0
15000.0,1426.0,8.0,10.0,7.0,3.0,1.0,1207.0,0.0,1.0,48.0,17.0,11.848,7.15,2039.0,53.0,17.0,8.2271,31875.0,0.64,7.0,12.0,5.0,1.0,21.0
9900.0,334.0,2.0,7.0,12.0,2.0,1.0,2000.0,0.0,1.0,46.0,14.0,3.75,3.75,2570.0,48.0,16.0,5.6634,24055.0,0.6615,14.0,14.0,7.5,0.0,7.0
35000.0,6747.0,4.0,7.0,7.0,5.0,1.0,1260.0,0.0,0.0,47.0,12.0,4.3651,4.35,1914.0,54.0,12.0,5.222,18795.0,0.7215,7.0,10.0,7.5,0.0,18.0
36000.0,6119.0,1.0,7.0,12.0,1.0,1.0,90.0,0.0,1.0,43.0,12.0,3.9333,4.0,1516.0,47.0,10.0,7.19,12198.0,0.7515,7.0,7.0,7.5,0.0,4.0
10000.0,172.0,7.0,12.0,12.0,5.0,1.0,1800.0,0.0,0.0,47.0,12.0,3.3333,3.25,2520.0,47.0,16.0,13.907,52645.0,0.4915,12.0,7.0,7.5,1.0,12.0
3200.0,0.0,4.0,7.0,7.0,3.0,1.0,573.0,0.0,1.0,47.0,12.0,3.3159,2.2,2327.0,48.0,12.0,6.0163,16600.0,0.7215,10.0,7.0,14.0,0.0,16.0
18000.0,1588.0,4.0,7.0,12.0,2.0,1.0,1825.0,0.0,0.0,47.0,12.0,3.5616,3.0,2188.0,50.0,12.0,7.6782,32590.0,0.6215,7.0,7.0,7.5,1.0,14.0
7000.0,0.0,6.0,7.0,10.0,8.0,1.0,75.0,0.0,0.0,46.0,12.0,1.6,0.0,1864.0,48.0,12.0,5.3112,10020.0,0.7515,3.0,7.0,7.5,1.0,3.0
51200.0,11656.0,1.0,17.0,12.0,4.0,1.0,1348.0,0.0,4.0,34.0,9.0,2.2255,2.3,2183.0,33.0,10.0,4.1228,12048.0,0.7515,7.0,7.0,11.0,0.0,1.0
73600.0,20702.0,2.0,12.0,12.0,2.0,1.0,1880.0,0.0,0.0,48.0,10.0,4.7872,4.25,1920.0,55.0,12.0,7.8125,39750.0,0.6215,7.0,7.0,11.0,0.0,27.0
12200.0,184.0,8.0,7.0,7.0,3.0,1.0,1240.0,0.0,1.0,30.0,12.0,5.8065,6.9,1824.0,31.0,12.0,4.6053,15700.0,0.7215,10.0,7.0,7.5,1.0,12.0
91044.0,28627.0,5.0,12.0,12.0,2.0,1.0,848.0,0.0,1.0,51.0,12.0,2.3585,2.3,2878.0,54.0,12.0,3.9746,24250.0,0.6615,7.0,7.0,3.0,0.0,6.0
24751.0,3641.0,8.0,7.0,7.0,1.0,1.0,150.0,0.0,5.0,52.0,12.0,2.0,0.0,2390.0,54.0,16.0,15.063,43210.0,0.5215,7.0,12.0,14.0,1.0,9.0
13236.0,1112.0,8.0,7.0,7.0,4.0,1.0,2000.0,0.0,2.0,37.0,12.0,1.9,1.85,3120.0,39.0,13.0,4.5064,37100.0,0.6215,12.0,12.0,5.0,0.0,2.0
10780.0,1196.0,4.0,7.0,10.0,2.0,1.0,1952.0,0.0,2.0,32.0,12.0,5.123,3.25,2040.0,33.0,12.0,5.8824,23820.0,0.6615,12.0,7.0,5.0,0.0,6.0
11500.0,831.0,4.0,17.0,14.0,1.0,1.0,1456.0,0.0,2.0,36.0,17.0,5.4945,6.04,2151.0,35.0,15.0,10.228,31600.0,0.5815,12.0,14.0,5.0,1.0,9.0
20880.0,2768.0,2.0,12.0,14.0,0.0,1.0,1740.0,0.0,2.0,35.0,12.0,6.3218,5.5,1976.0,37.0,14.0,6.5789,24000.0,0.6615,10.0,10.0,7.5,1.0,16.0
12473.0,1336.0,4.0,7.0,10.0,8.0,1.0,1400.0,0.0,0.0,45.0,17.0,7.1429,7.14,2286.0,51.0,16.0,8.8145,30750.0,0.5815,14.0,12.0,5.0,0.0,22.0
15150.0,1835.0,6.0,9.0,12.0,2.0,1.0,2000.0,0.0,0.0,56.0,12.0,2.375,2.7,2032.0,60.0,10.0,2.9528,11050.0,0.7515,7.0,7.0,14.0,0.0,26.0
23750.0,3166.0,1.0,7.0,10.0,1.0,1.0,1750.0,0.0,2.0,40.0,10.0,2.5429,2.74,1680.0,45.0,4.0,4.5173,12239.0,0.7515,7.0,7.0,14.0,0.0,11.0
17900.0,2159.0,4.0,12.0,12.0,3.0,1.0,1101.0,1.0,2.0,45.0,12.0,2.1798,2.3,1560.0,49.0,14.0,5.1282,12870.0,0.7515,14.0,12.0,7.5,1.0,11.0
10020.0,1063.0,1.0,3.0,7.0,2.0,1.0,2000.0,0.0,2.0,32.0,12.0,2.6,2.5,2895.0,30.0,12.0,4.1451,17200.0,0.7215,10.0,7.0,7.5,0.0,15.0
8337.0,736.0,2.0,12.0,12.0,2.0,1.0,1877.0,0.0,0.0,45.0,12.0,3.7294,3.6,1820.0,50.0,8.0,8.7912,23980.0,0.6615,10.0,10.0,7.5,0.0,13.0
11282.0,1119.0,3.0,7.0,7.0,4.0,1.0,160.0,0.0,2.0,40.0,12.0,4.375,1.85,2450.0,44.0,12.0,7.3061,18600.0,0.6915,7.0,12.0,14.0,1.0,6.0
11555.0,630.0,7.0,12.0,14.0,3.0,1.0,1886.0,0.0,1.0,38.0,12.0,4.4433,4.0,1748.0,42.0,8.0,6.0069,23920.0,0.6915,7.0,10.0,9.5,1.0,20.0
25950.0,4445.0,1.0,12.0,12.0,1.0,1.0,1446.0,0.0,4.0,49.0,12.0,4.2877,4.4,1020.0,45.0,12.0,8.3333,16084.0,0.7515,7.0,7.0,14.0,1.0,17.0
14700.0,1761.0,2.0,7.0,12.0,1.0,1.0,1500.0,0.0,1.0,47.0,16.0,1.6667,1.5,2342.0,49.0,17.0,11.529,31100.0,0.5815,14.0,14.0,11.0,1.0,8.0
30370.0,5598.0,2.0,17.0,14.0,0.0,1.0,860.0,0.0,0.0,52.0,13.0,3.2558,5.83,2250.0,53.0,12.0,6.6667,20460.0,0.6615,7.0,7.0,11.0,1.0,13.0
29500.0,5383.0,7.0,7.0,7.0,8.0,1.0,1848.0,0.0,1.0,34.0,13.0,5.4113,6.0,2880.0,40.0,16.0,8.6806,36000.0,0.5515,12.0,12.0,7.5,1.0,15.0
15810.0,1574.0,3.0,10.0,12.0,4.0,1.0,1678.0,0.0,2.0,44.0,12.0,2.205,2.3,2032.0,46.0,12.0,3.468,17302.0,0.7215,14.0,12.0,3.0,0.0,14.0
15850.0,2159.0,8.0,7.0,7.0,4.0,1.0,160.0,0.0,3.0,36.0,16.0,4.0625,0.0,3120.0,42.0,16.0,3.0321,16450.0,0.7215,14.0,7.0,3.0,0.0,14.0
21120.0,2614.0,1.0,9.0,7.0,3.0,1.0,108.0,0.0,0.0,50.0,17.0,0.6482,0.0,1760.0,57.0,16.0,13.807,41170.0,0.5815,14.0,16.0,9.5,1.0,6.0
24000.0,3004.0,8.0,7.0,10.0,3.0,1.0,1738.0,0.0,0.0,45.0,12.0,5.3826,6.18,1725.0,47.0,12.0,6.2174,20130.0,0.6615,0.0,0.0,7.5,1.0,24.0
17290.0,2028.0,4.0,12.0,12.0,1.0,1.0,1170.0,0.0,2.0,44.0,14.0,0.1709,0.0,2080.0,46.0,13.0,4.2308,9200.0,0.7515,16.0,12.0,9.5,1.0,10.0
14000.0,1241.0,4.0,9.0,12.0,3.0,1.0,15.0,0.0,2.0,57.0,12.0,23.467,0.0,2040.0,57.0,10.0,11.47,24751.0,0.6615,7.0,7.0,11.0,1.0,2.0
42300.0,7792.0,1.0,7.0,16.0,2.0,1.0,2088.0,0.0,0.0,35.0,17.0,9.5785,9.98,2940.0,42.0,17.0,12.245,57300.0,0.5,12.0,17.0,9.5,1.0,9.0
35300.0,7116.0,1.0,12.0,12.0,0.0,1.0,2490.0,0.0,0.0,46.0,12.0,3.6948,3.77,2280.0,52.0,12.0,9.2105,37200.0,0.5815,7.0,7.0,7.5,1.0,23.0
33000.0,6414.0,0.0,12.0,12.0,7.0,1.0,135.0,2.0,1.0,30.0,14.0,2.2222,0.0,2164.0,35.0,16.0,6.3309,14000.0,0.7215,10.0,12.0,14.0,1.0,12.0
9787.0,494.0,7.0,7.0,10.0,8.0,1.0,1944.0,0.0,3.0,42.0,12.0,1.749,2.3,1999.0,44.0,12.0,7.8039,20610.0,0.6915,7.0,3.0,14.0,0.0,8.0
18600.0,2092.0,3.0,14.0,12.0,7.0,1.0,690.0,0.0,1.0,34.0,12.0,1.1594,2.25,1824.0,36.0,13.0,7.6754,14800.0,0.7215,10.0,7.0,7.5,1.0,16.0
19200.0,1613.0,4.0,7.0,12.0,1.0,1.0,608.0,0.0,2.0,45.0,17.0,6.9901,3.0,2182.0,47.0,16.0,15.582,40005.0,0.5515,10.0,14.0,14.0,1.0,10.0
16450.0,1675.0,5.0,7.0,7.0,2.0,1.0,63.0,1.0,2.0,35.0,16.0,3.9683,0.0,2385.0,37.0,16.0,9.6436,23750.0,0.6615,14.0,7.0,14.0,1.0,7.0
26500.0,3825.0,1.0,14.0,12.0,1.0,1.0,154.0,0.0,0.0,40.0,16.0,21.429,8.13,2460.0,44.0,17.0,12.886,35300.0,0.5515,7.0,12.0,14.0,1.0,19.0
2300.0,0.0,8.0,7.0,12.0,7.0,1.0,420.0,0.0,1.0,32.0,12.0,0.4762,2.85,2595.0,35.0,16.0,6.5511,17350.0,0.6915,12.0,12.0,7.5,1.0,2.0
12732.0,1205.0,3.0,3.0,10.0,1.0,1.0,651.0,0.0,0.0,54.0,9.0,2.1505,1.44,2400.0,57.0,10.0,8.25,21650.0,0.6615,7.0,7.0,7.5,1.0,9.0
33450.0,5635.0,7.0,7.0,7.0,8.0,1.0,675.0,0.0,3.0,38.0,12.0,1.8578,2.2,3120.0,42.0,8.0,1.3792,6740.0,0.7915,7.0,7.0,14.0,0.0,14.0
23000.0,3481.0,1.0,7.0,12.0,1.0,1.0,1663.0,0.0,3.0,43.0,12.0,4.3295,3.6,2850.0,42.0,12.0,5.2632,32275.0,0.6915,12.0,14.0,5.0,1.0,9.0
43500.0,8512.0,8.0,7.0,10.0,1.0,1.0,1680.0,0.0,0.0,54.0,16.0,8.9286,7.0,760.0,60.0,12.0,10.526,33220.0,0.72,14.0,7.0,9.5,1.0,16.0
8234.0,544.0,7.0,7.0,7.0,7.0,1.0,180.0,0.0,3.0,39.0,14.0,2.7778,4.0,2500.0,37.0,17.0,10.0,26500.0,0.6215,12.0,12.0,7.5,1.0,7.0
13900.0,1808.0,1.0,16.0,17.0,4.0,1.0,1581.0,0.0,1.0,37.0,12.0,2.6565,3.25,2630.0,39.0,14.0,12.548,38700.0,0.5215,7.0,12.0,5.0,1.0,6.0
20200.0,2425.0,1.0,12.0,12.0,3.0,1.0,1200.0,0.0,2.0,46.0,12.0,2.5,3.08,2597.0,48.0,8.0,4.6207,15400.0,0.7215,7.0,7.0,5.0,1.0,22.0
16037.0,1611.0,3.0,9.0,12.0,3.0,1.0,450.0,0.0,0.0,56.0,11.0,18.267,0.0,2760.0,60.0,11.0,1.854,19007.0,0.6915,7.0,7.0,3.0,0.0,9.0
25490.0,3566.0,1.0,12.0,14.0,2.0,1.0,547.0,0.0,3.0,41.0,12.0,0.819,2.0,2070.0,44.0,8.0,7.4266,16771.0,0.7215,12.0,7.0,7.5,0.0,9.0
21450.0,3112.0,5.0,7.0,7.0,1.0,1.0,300.0,0.0,1.0,45.0,16.0,2.0,0.0,2256.0,48.0,16.0,13.298,31100.0,0.5815,16.0,7.0,11.0,1.0,14.0
19469.0,1669.0,2.0,7.0,3.0,1.0,1.0,975.0,0.0,1.0,44.0,17.0,15.385,8.5,1505.0,47.0,16.0,26.578,66300.0,0.5,3.0,3.0,7.5,1.0,17.0
18900.0,2369.0,5.0,7.0,7.0,2.0,1.0,1621.0,0.0,1.0,50.0,17.0,6.4775,0.0,2364.0,52.0,17.0,13.959,43550.0,0.4915,16.0,12.0,5.0,0.0,12.0
6985.0,182.0,5.0,7.0,12.0,1.0,1.0,300.0,0.0,5.0,37.0,14.0,8.3333,3.5,2895.0,38.0,14.0,13.126,37250.0,0.6215,7.0,7.0,11.0,0.0,13.0
15500.0,1519.0,2.0,7.0,7.0,1.0,1.0,1868.0,0.0,1.0,44.0,12.0,4.5503,4.25,2041.0,46.0,12.0,7.8883,24900.0,0.6615,16.0,7.0,14.0,0.0,8.0
17590.0,2083.0,4.0,7.0,7.0,1.0,1.0,1803.0,0.0,2.0,32.0,14.0,2.4958,1.9,2195.0,34.0,17.0,8.656,24200.0,0.6615,7.0,14.0,9.5,1.0,10.0
26220.0,4496.0,8.0,3.0,7.0,4.0,1.0,2143.0,1.0,1.0,34.0,12.0,4.4797,4.8,1935.0,40.0,12.0,3.4109,16200.0,0.7215,10.0,10.0,14.0,0.0,16.0
25780.0,3418.0,1.0,7.0,7.0,1.0,1.0,1080.0,0.0,2.0,32.0,10.0,2.2324,2.3,1950.0,35.0,10.0,4.6256,11431.0,0.7515,10.0,10.0,7.5,0.0,1.0
25700.0,4362.0,2.0,12.0,7.0,3.0,1.0,1352.0,0.0,3.0,37.0,12.0,2.071,1.8,2375.0,38.0,14.0,4.2105,13200.0,0.7515,10.0,10.0,11.0,0.0,6.0
17955.0,2159.0,0.0,12.0,10.0,1.0,1.0,537.0,0.0,1.0,44.0,13.0,1.676,0.0,1920.0,55.0,8.0,4.2708,15420.0,0.7715,10.0,10.0,9.0,1.0,4.0
13500.0,1160.0,2.0,7.0,12.0,2.0,1.0,352.0,0.0,2.0,34.0,16.0,3.4091,0.0,3300.0,33.0,12.0,3.3424,18400.0,0.6915,12.0,12.0,14.0,0.0,8.0
23580.0,3359.0,3.0,12.0,12.0,4.0,1.0,200.0,1.0,3.0,33.0,12.0,2.5,8.0,3680.0,33.0,16.0,8.6359,43500.0,0.4915,10.0,3.0,5.0,1.0,4.0
31100.0,5173.0,2.0,7.0,7.0,0.0,1.0,2045.0,0.0,3.0,43.0,7.0,3.9609,4.07,1968.0,43.0,12.0,6.7581,21972.0,0.6915,7.0,7.0,7.5,1.0,15.0
30100.0,3705.0,4.0,7.0,12.0,8.0,1.0,1253.0,0.0,2.0,35.0,16.0,6.2275,3.97,2504.0,33.0,10.0,0.5843,7774.0,0.7715,16.0,16.0,11.0,0.0,7.0
13100.0,1465.0,4.0,12.0,3.0,5.0,1.0,1960.0,0.0,1.0,43.0,14.0,3.9286,3.85,2000.0,45.0,14.0,5.335,24470.0,0.6915,7.0,7.0,7.5,0.0,14.0
24850.0,3665.0,8.0,3.0,9.0,3.0,1.0,2000.0,0.0,0.0,34.0,12.0,2.9,2.5,1656.0,37.0,12.0,4.7101,13600.0,0.7215,7.0,7.0,7.5,0.0,16.0
10000.0,546.0,8.0,7.0,3.0,1.0,1.0,1960.0,0.0,3.0,36.0,10.0,4.0816,4.55,1968.0,39.0,7.0,4.9797,22500.0,0.7215,7.0,0.0,7.5,0.0,15.0
19870.0,2122.0,0.0,7.0,7.0,5.0,1.0,2000.0,0.0,2.0,41.0,12.0,2.85,4.2,2016.0,41.0,12.0,2.9762,13600.0,0.7215,7.0,7.0,14.0,0.0,23.0
9600.0,983.0,1.0,7.0,12.0,8.0,1.0,1568.0,0.0,0.0,41.0,16.0,7.0153,6.31,2602.0,44.0,17.0,12.744,90800.0,0.4415,7.0,7.0,7.5,0.0,19.0
13900.0,299.0,2.0,7.0,9.0,6.0,1.0,1225.0,0.0,3.0,35.0,10.0,2.9388,2.4,1560.0,43.0,9.0,3.8462,10776.0,0.7515,10.0,10.0,7.5,0.0,4.0
20970.0,2789.0,2.0,14.0,7.0,3.0,1.0,780.0,1.0,3.0,32.0,12.0,1.9231,3.25,1827.0,37.0,10.0,7.2233,19007.0,0.7515,10.0,7.0,5.0,1.0,12.0
